loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,name,pan_card,loan_returned,trustworthiness_score,education_enc,self_employed_enc,loan_status_enc
3387,1,Not Graduate,No,6900000.0,20900000.0,4,574,3200000.0,1800000.0,25000000.0,5200000.0,Approved,Ankit Kumar,RSWYB0129Y,,50,0.0,0.0,1
3388,5,Graduate,Yes,300000.0,800000.0,18,774,400000.0,200000.0,900000.0,400000.0,Approved,Arjun Agarwal,IGPRK5247P,,50,1.0,1.0,1
3389,3,Not Graduate,No,6000000.0,18700000.0,10,387,6600000.0,6200000.0,23300000.0,6700000.0,Rejected,Riya Gupta,TCYSA4427D,,50,0.0,0.0,0
3390,1,Not Graduate,No,4300000.0,16400000.0,20,397,6700000.0,6200000.0,10200000.0,5700000.0,Rejected,Shreya Kapoor,KFMKG9644U,,50,0.0,0.0,0
3391,4,Graduate,No,5800000.0,13500000.0,14,816,13800000.0,9300000.0,20400000.0,7900000.0,Approved,Rohit Gupta,YWBFE5159W,,50,1.0,0.0,1
3392,2,Graduate,Yes,3300000.0,6700000.0,8,845,1300000.0,4600000.0,12300000.0,3200000.0,Approved,Manish Singh,VDISW2025J,,50,1.0,1.0,1
3393,2,Not Graduate,No,400000.0,1500000.0,4,743,700000.0,500000.0,1200000.0,300000.0,Approved,Amit Malhotra,EMMFQ5619O,,50,0.0,0.0,1
3394,5,Not Graduate,No,300000.0,600000.0,4,418,500000.0,200000.0,700000.0,200000.0,Rejected,Rohit Sharma,TJDHL9473I,,50,0.0,0.0,0
3395,1,Not Graduate,No,4200000.0,10700000.0,6,466,7400000.0,7000000.0,14000000.0,4700000.0,Rejected,Meera Mehta,ICSZV0808F,,50,0.0,0.0,0
3396,2,Not Graduate,Yes,600000.0,2300000.0,12,335,400000.0,900000.0,1200000.0,400000.0,Rejected,Pooja Bansal,KRUYC5510C,,50,0.0,1.0,0
3397,5,Not Graduate,Yes,4400000.0,15200000.0,6,446,9500000.0,2200000.0,16700000.0,5800000.0,Rejected,Pooja Sharma,APZFI8903Z,,50,0.0,1.0,0
3398,0,Graduate,Yes,9200000.0,29400000.0,2,868,9200000.0,13800000.0,32000000.0,5300000.0,Approved,Rakesh Malhotra,RANOX5203P,,50,1.0,1.0,1
3399,2,Graduate,Yes,6900000.0,25300000.0,4,763,9000000.0,3600000.0,21300000.0,5500000.0,Approved,Sneha Kumar,NFWGC5766Y,,50,1.0,1.0,1
3400,5,Not Graduate,Yes,5100000.0,13700000.0,14,527,12100000.0,8900000.0,19400000.0,4700000.0,Rejected,Riya Sharma,JLBDV2636C,,50,0.0,1.0,0
3401,4,Graduate,No,3400000.0,12700000.0,2,741,3300000.0,6100000.0,7700000.0,3700000.0,Approved,Nikhil Malhotra,AMETT6894I,,50,1.0,0.0,1
3402,4,Not Graduate,Yes,8600000.0,26800000.0,12,802,7400000.0,2800000.0,32100000.0,11700000.0,Approved,Nikhil Kumar,NEGNO2465H,,50,0.0,1.0,1
3403,3,Not Graduate,Yes,9200000.0,28900000.0,8,538,13900000.0,8300000.0,32400000.0,4900000.0,Rejected,Sneha Agarwal,QMBZH8797R,,50,0.0,1.0,0
3404,5,Graduate,Yes,4800000.0,16300000.0,4,523,8800000.0,2300000.0,10000000.0,2800000.0,Approved,Arjun Agarwal,RNERV9174I,,50,1.0,1.0,1
3405,4,Not Graduate,No,2800000.0,8300000.0,14,381,3200000.0,1100000.0,9100000.0,1500000.0,Rejected,Riya Bansal,FCZNQ6728P,,50,0.0,0.0,0
3406,1,Graduate,Yes,3400000.0,7000000.0,4,534,3100000.0,1600000.0,13000000.0,4000000.0,Rejected,Nikhil Agarwal,FMHLD5971E,,50,1.0,1.0,0
3407,5,Not Graduate,Yes,800000.0,2200000.0,14,574,2200000.0,1200000.0,1700000.0,1100000.0,Approved,Pooja Kapoor,ISMJF8594N,,50,0.0,1.0,1
3408,1,Not Graduate,No,4100000.0,11100000.0,6,405,12000000.0,2900000.0,9000000.0,5900000.0,Rejected,Ankit Agarwal,TJCGY9590B,,50,0.0,0.0,0
3409,0,Not Graduate,No,1900000.0,3800000.0,16,542,800000.0,500000.0,4000000.0,2100000.0,Rejected,Kavita Sharma,XBKKR8941X,,50,0.0,0.0,0
3410,5,Graduate,Yes,6700000.0,25400000.0,14,820,10300000.0,8100000.0,18500000.0,3900000.0,Approved,Manish Mehta,YZCFD6878M,,50,1.0,1.0,1
3411,0,Graduate,No,5200000.0,13400000.0,2,505,12000000.0,7900000.0,20400000.0,6200000.0,Rejected,Rakesh Verma,MCVIH9356H,,50,1.0,0.0,0
3412,3,Graduate,Yes,6700000.0,16400000.0,2,508,4400000.0,10900000.0,25300000.0,9200000.0,Rejected,Neha Kapoor,SDOKE9765J,,50,1.0,1.0,0
3413,1,Not Graduate,Yes,4700000.0,15000000.0,20,835,2100000.0,2500000.0,10100000.0,3800000.0,Approved,Rahul Singh,NDYDW0497D,,50,0.0,1.0,1
3414,0,Not Graduate,No,6000000.0,22000000.0,12,826,1400000.0,2000000.0,14100000.0,7000000.0,Approved,Nikhil Gupta,RFESG5289L,,50,0.0,0.0,1
3415,5,Not Graduate,Yes,6500000.0,18900000.0,12,427,5100000.0,1900000.0,18200000.0,7800000.0,Rejected,Isha Bansal,TTREC4361I,,50,0.0,1.0,0
3416,3,Graduate,No,500000.0,2000000.0,12,890,800000.0,700000.0,1800000.0,400000.0,Approved,Neha Kapoor,JKSIF2198I,,50,1.0,0.0,1
3417,4,Not Graduate,No,5700000.0,13300000.0,2,333,9400000.0,3000000.0,11800000.0,8200000.0,Rejected,Nikhil Agarwal,MLGHK6911R,,50,0.0,0.0,0
3418,4,Not Graduate,Yes,6800000.0,20000000.0,12,679,20200000.0,10900000.0,26900000.0,6600000.0,Approved,Rakesh Singh,YSWIJ5221J,,50,0.0,1.0,1
3419,5,Not Graduate,No,3100000.0,12300000.0,18,805,4900000.0,1900000.0,6100000.0,2800000.0,Approved,Rakesh Kumar,GXWYA7533F,,50,0.0,0.0,1
3420,3,Not Graduate,No,5100000.0,11000000.0,16,826,11800000.0,2900000.0,12900000.0,2700000.0,Approved,Neha Kapoor,DOKGZ4230A,,50,0.0,0.0,1
3421,1,Not Graduate,Yes,6300000.0,23900000.0,10,844,16300000.0,4900000.0,16800000.0,4500000.0,Approved,Sneha Sharma,GHYVN1447X,,50,0.0,1.0,1
3422,5,Graduate,Yes,4400000.0,14100000.0,10,663,5300000.0,4900000.0,17500000.0,2600000.0,Approved,Meera Verma,WBBND1030M,,50,1.0,1.0,1
3423,1,Not Graduate,No,8100000.0,21900000.0,6,884,15100000.0,5400000.0,27500000.0,6600000.0,Approved,Suresh Kapoor,KYRSL5724L,,50,0.0,0.0,1
3424,1,Not Graduate,No,1100000.0,3700000.0,2,508,200000.0,0.0,2200000.0,1300000.0,Approved,Isha Bansal,UXIKR1724L,,50,0.0,0.0,1
3425,0,Graduate,Yes,2400000.0,6900000.0,4,581,5100000.0,4500000.0,6000000.0,3400000.0,Approved,Amit Mehta,FSMXB2975B,,50,1.0,1.0,1
3426,3,Graduate,Yes,7000000.0,26300000.0,12,481,14300000.0,12800000.0,15100000.0,9900000.0,Rejected,Amit Verma,OMYHS1634D,,50,1.0,1.0,0
3427,1,Graduate,Yes,8700000.0,30000000.0,12,543,21900000.0,12700000.0,30600000.0,12700000.0,Rejected,Priya Agarwal,ZNDBH9225A,,50,1.0,1.0,0
3428,0,Not Graduate,Yes,3500000.0,12600000.0,10,448,1200000.0,2500000.0,10400000.0,3600000.0,Rejected,Meera Verma,XNBWW1982L,,50,0.0,1.0,0
3429,1,Graduate,Yes,1600000.0,5300000.0,4,713,1400000.0,1400000.0,4900000.0,1300000.0,Approved,Vikas Kapoor,LXBTZ2472F,,50,1.0,1.0,1
3430,5,Not Graduate,Yes,7800000.0,17300000.0,16,493,800000.0,4500000.0,16300000.0,9300000.0,Rejected,Rakesh Bansal,HJLRT2555N,,50,0.0,1.0,0
3431,2,Not Graduate,No,3700000.0,9200000.0,10,819,8500000.0,2000000.0,10200000.0,3100000.0,Approved,Arjun Sharma,NWHQL8668F,,50,0.0,0.0,1
3432,4,Graduate,No,400000.0,1400000.0,18,827,-100000.0,0.0,900000.0,600000.0,Approved,Nikhil Kumar,SZJWQ4126U,,50,1.0,0.0,1
3433,0,Not Graduate,No,4800000.0,15700000.0,10,398,4900000.0,7400000.0,17100000.0,6400000.0,Rejected,Manish Bansal,GQMRV3572J,,50,0.0,0.0,0
3434,0,Graduate,Yes,2900000.0,7500000.0,18,692,3200000.0,300000.0,7500000.0,4000000.0,Approved,Shreya Bansal,DICWP5111P,,50,1.0,1.0,1
3435,5,Graduate,Yes,5000000.0,14600000.0,18,509,11800000.0,2500000.0,19800000.0,4900000.0,Rejected,Arjun Bansal,MSUAC2689Z,,50,1.0,1.0,0
3436,0,Graduate,Yes,7600000.0,18100000.0,16,439,12800000.0,5900000.0,29800000.0,10600000.0,Rejected,Rahul Sharma,IVCEY5010V,,50,1.0,1.0,0
3437,1,Graduate,No,3000000.0,9400000.0,4,622,600000.0,3500000.0,9600000.0,2000000.0,Approved,Nikhil Kumar,NGGIJ2328W,,50,1.0,0.0,1
3438,3,Not Graduate,Yes,200000.0,700000.0,18,526,400000.0,100000.0,500000.0,0.0,Rejected,Ankit Agarwal,SSKPX8546U,,50,0.0,1.0,0
3439,5,Not Graduate,Yes,6800000.0,19000000.0,8,865,9500000.0,7200000.0,25000000.0,6300000.0,Approved,Shreya Gupta,ODXOT4061R,,50,0.0,1.0,1
3440,5,Not Graduate,Yes,9700000.0,27400000.0,2,328,0.0,18400000.0,22000000.0,7900000.0,Rejected,Ankit Gupta,GQIIF0506X,,50,0.0,1.0,0
3441,0,Graduate,Yes,1200000.0,4200000.0,4,768,2800000.0,2200000.0,2800000.0,1500000.0,Approved,Amit Bansal,VFUSD3957Y,,50,1.0,1.0,1
3442,5,Not Graduate,Yes,7400000.0,24000000.0,16,854,4300000.0,6700000.0,20600000.0,8700000.0,Approved,Rohit Gupta,HQEAN4862J,,50,0.0,1.0,1
3443,4,Graduate,No,6900000.0,20800000.0,4,839,2600000.0,2400000.0,16100000.0,7400000.0,Approved,Isha Malhotra,OVKJZ1715X,,50,1.0,0.0,1
3444,0,Not Graduate,Yes,9100000.0,23300000.0,18,414,17700000.0,2500000.0,33800000.0,6400000.0,Rejected,Meera Sharma,NJYLR1960V,,50,0.0,1.0,0
3445,0,Graduate,Yes,1300000.0,4700000.0,16,530,3200000.0,1000000.0,3800000.0,800000.0,Rejected,Sneha Agarwal,AJQUJ8611I,,50,1.0,1.0,0
3446,3,Graduate,No,6600000.0,14600000.0,10,841,15300000.0,12100000.0,14800000.0,6000000.0,Approved,Kavita Malhotra,VFAGH3768Q,,50,1.0,0.0,1
3447,3,Not Graduate,Yes,1800000.0,5700000.0,14,670,5300000.0,3100000.0,3500000.0,2700000.0,Approved,Arjun Malhotra,TDZFJ7088F,,50,0.0,1.0,1
3448,5,Not Graduate,Yes,8200000.0,20900000.0,14,726,11400000.0,4800000.0,26000000.0,8400000.0,Approved,Ankit Mehta,NLBGK6949G,,50,0.0,1.0,1
3449,4,Not Graduate,No,2800000.0,8300000.0,14,352,4900000.0,2600000.0,7100000.0,3700000.0,Rejected,Isha Agarwal,CZHVL3820E,,50,0.0,0.0,0
3450,1,Graduate,Yes,7000000.0,16000000.0,4,554,13000000.0,8600000.0,26600000.0,7900000.0,Approved,Rakesh Gupta,CAWXJ2346M,,50,1.0,1.0,1
3451,4,Graduate,No,700000.0,1800000.0,18,728,400000.0,1300000.0,2200000.0,600000.0,Approved,Rahul Agarwal,XUSOK4202U,,50,1.0,0.0,1
3452,0,Not Graduate,No,7400000.0,25500000.0,6,463,2300000.0,5600000.0,26800000.0,8400000.0,Rejected,Rahul Bansal,XFENF0546P,,50,0.0,0.0,0
3453,5,Not Graduate,Yes,2300000.0,5000000.0,10,431,300000.0,3700000.0,8700000.0,2900000.0,Rejected,Pooja Malhotra,RFBXX1774N,,50,0.0,1.0,0
3454,1,Graduate,Yes,600000.0,1900000.0,8,445,1200000.0,100000.0,1600000.0,300000.0,Rejected,Meera Sharma,VUAWH3329Y,,50,1.0,1.0,0
3455,5,Graduate,No,1000000.0,3000000.0,4,896,2800000.0,1100000.0,2000000.0,1100000.0,Approved,Riya Sharma,RXNXK5811Q,,50,1.0,0.0,1
3456,1,Not Graduate,Yes,2200000.0,5200000.0,8,420,2900000.0,100000.0,5000000.0,2300000.0,Rejected,Neha Kumar,JFIEA3373T,,50,0.0,1.0,0
3457,1,Not Graduate,No,8000000.0,30900000.0,2,315,23500000.0,1200000.0,19500000.0,7300000.0,Approved,Manish Bansal,BBAJH3821I,,50,0.0,0.0,1
3458,4,Not Graduate,No,8600000.0,20900000.0,10,867,24300000.0,7200000.0,23700000.0,9900000.0,Approved,Rakesh Sharma,PGDJI9742E,,50,0.0,0.0,1
3459,3,Not Graduate,Yes,7500000.0,26000000.0,2,342,13900000.0,1900000.0,26900000.0,11200000.0,Approved,Shreya Gupta,OUHSB4724J,,50,0.0,1.0,1
3460,5,Not Graduate,Yes,5200000.0,11800000.0,18,711,14300000.0,5100000.0,15500000.0,4500000.0,Approved,Amit Sharma,OFEKE5933J,,50,0.0,1.0,1
3461,2,Not Graduate,No,7900000.0,20900000.0,2,723,1700000.0,1800000.0,16300000.0,7100000.0,Approved,Arjun Gupta,MUHYB2251S,,50,0.0,0.0,1
3462,1,Graduate,Yes,4200000.0,11300000.0,4,704,4700000.0,2800000.0,14900000.0,4000000.0,Approved,Rohit Agarwal,ZWQZN1686B,,50,1.0,1.0,1
3463,0,Graduate,No,6500000.0,20200000.0,16,842,8300000.0,12200000.0,14300000.0,9600000.0,Approved,Priya Gupta,SBTEK7999E,,50,1.0,0.0,1
3464,0,Graduate,Yes,7400000.0,15200000.0,12,600,6200000.0,8500000.0,18800000.0,4100000.0,Approved,Neha Kapoor,YNJYC3605K,,50,1.0,1.0,1
3465,3,Not Graduate,No,9100000.0,25600000.0,12,688,8900000.0,16300000.0,27900000.0,11100000.0,Approved,Suresh Gupta,DNHIH6296J,,50,0.0,0.0,1
3466,0,Not Graduate,No,800000.0,2300000.0,16,739,1800000.0,600000.0,2000000.0,400000.0,Approved,Rahul Kumar,PQVJT7572W,,50,0.0,0.0,1
3467,1,Graduate,Yes,800000.0,2800000.0,10,798,1300000.0,1300000.0,2500000.0,400000.0,Approved,Sneha Kumar,CWCYX9535A,,50,1.0,1.0,1
3468,5,Graduate,Yes,4100000.0,9900000.0,4,319,7600000.0,7400000.0,12000000.0,5500000.0,Rejected,Arjun Singh,WZLEP5456N,,50,1.0,1.0,0
3469,5,Graduate,Yes,4200000.0,8700000.0,6,583,6000000.0,800000.0,8500000.0,2500000.0,Approved,Rahul Kumar,AOKPH0406B,,50,1.0,1.0,1
3470,3,Graduate,Yes,4800000.0,11500000.0,12,535,3600000.0,8000000.0,15600000.0,5400000.0,Rejected,Nikhil Mehta,XHOLH7990U,,50,1.0,1.0,0
3471,3,Not Graduate,Yes,8300000.0,25900000.0,8,696,14400000.0,12200000.0,23500000.0,7100000.0,Approved,Suresh Verma,LWGXN3061P,,50,0.0,1.0,1
3472,4,Not Graduate,No,7600000.0,23900000.0,8,672,2500000.0,1600000.0,20200000.0,6700000.0,Approved,Rohit Kumar,HNNUN1251H,,50,0.0,0.0,1
3473,4,Graduate,No,5100000.0,12300000.0,20,410,9200000.0,9200000.0,18700000.0,5600000.0,Rejected,Meera Malhotra,BBUNX9106T,,50,1.0,0.0,0
3474,5,Graduate,No,3600000.0,11600000.0,14,546,8500000.0,300000.0,12000000.0,4800000.0,Rejected,Meera Bansal,UWWIQ0962A,,50,1.0,0.0,0
3475,3,Not Graduate,Yes,5400000.0,16800000.0,16,550,10700000.0,6400000.0,13400000.0,7000000.0,Approved,Priya Gupta,ZHIWE2750B,,50,0.0,1.0,1
3476,5,Not Graduate,No,700000.0,1400000.0,4,344,1500000.0,800000.0,2600000.0,300000.0,Rejected,Anjali Sharma,FXDMK3425H,,50,0.0,0.0,0
3477,2,Not Graduate,Yes,9800000.0,38200000.0,10,743,5400000.0,14800000.0,24300000.0,5300000.0,Approved,Isha Mehta,UQZGK1642C,,50,0.0,1.0,1
3478,4,Graduate,No,9700000.0,36400000.0,4,772,13800000.0,11300000.0,38100000.0,13500000.0,Approved,Nikhil Agarwal,YUHJD8015H,,50,1.0,0.0,1
3479,0,Graduate,Yes,9400000.0,29900000.0,12,302,12300000.0,1500000.0,35700000.0,8200000.0,Rejected,Amit Bansal,BIJJK8181Y,,50,1.0,1.0,0
3480,3,Graduate,Yes,3200000.0,9100000.0,18,376,4500000.0,800000.0,9000000.0,1700000.0,Rejected,Meera Mehta,TCKOU8156D,,50,1.0,1.0,0
3481,0,Graduate,Yes,3700000.0,11600000.0,10,747,0.0,4500000.0,9000000.0,3500000.0,Approved,Rohit Bansal,RMHSU1775O,,50,1.0,1.0,1
3482,2,Graduate,Yes,4200000.0,15800000.0,6,710,12300000.0,3700000.0,12600000.0,4600000.0,Approved,Meera Singh,NYEPQ0147Y,,50,1.0,1.0,1
3483,2,Not Graduate,No,7000000.0,24200000.0,6,892,20600000.0,500000.0,21400000.0,9200000.0,Approved,Ankit Gupta,WVLAN4910E,,50,0.0,0.0,1
3484,3,Not Graduate,No,3200000.0,11500000.0,16,492,4800000.0,2300000.0,10400000.0,3200000.0,Rejected,Neha Gupta,GDKMH0361C,,50,0.0,0.0,0
3485,5,Graduate,No,7900000.0,17700000.0,2,559,19700000.0,2800000.0,28900000.0,5400000.0,Approved,Vikas Sharma,TSTDF8472O,,50,1.0,0.0,1
3486,3,Not Graduate,No,2200000.0,8300000.0,18,314,1100000.0,900000.0,5800000.0,2000000.0,Rejected,Rohit Bansal,FIUZT7119O,,50,0.0,0.0,0
3487,0,Graduate,Yes,2700000.0,8400000.0,6,744,1200000.0,4100000.0,7500000.0,2000000.0,Approved,Riya Mehta,RIBLS8007C,,50,1.0,1.0,1
3488,5,Not Graduate,No,6800000.0,18000000.0,12,690,17800000.0,11800000.0,25000000.0,9300000.0,Approved,Kavita Sharma,BIMDW2916V,,50,0.0,0.0,1
3489,3,Graduate,Yes,6300000.0,23300000.0,4,347,18300000.0,12200000.0,21100000.0,8100000.0,Approved,Pooja Mehta,SAGNE4191S,,50,1.0,1.0,1
3490,5,Graduate,Yes,9000000.0,31400000.0,2,677,12000000.0,10800000.0,20700000.0,8700000.0,Approved,Rahul Mehta,HJMDL8811V,,50,1.0,1.0,1
3491,1,Graduate,No,4700000.0,15700000.0,4,468,13300000.0,5100000.0,16200000.0,3600000.0,Approved,Priya Kumar,GDXIX2345R,,50,1.0,0.0,1
3492,2,Not Graduate,No,8100000.0,17500000.0,4,674,10800000.0,12700000.0,23200000.0,9300000.0,Approved,Arjun Agarwal,MDAAQ2664Z,,50,0.0,0.0,1
3493,2,Not Graduate,No,9000000.0,27300000.0,14,353,22600000.0,4400000.0,26900000.0,7200000.0,Rejected,Meera Malhotra,APLRV5939V,,50,0.0,0.0,0
3494,4,Not Graduate,No,3800000.0,14100000.0,8,727,3900000.0,4900000.0,8200000.0,5400000.0,Approved,Isha Malhotra,GAMJD4458J,,50,0.0,0.0,1
3495,4,Not Graduate,Yes,8800000.0,22200000.0,10,512,6800000.0,4000000.0,31900000.0,9900000.0,Rejected,Pooja Gupta,EXWNK7645I,,50,0.0,1.0,0
3496,3,Not Graduate,Yes,8700000.0,27200000.0,18,454,9100000.0,9300000.0,30900000.0,12000000.0,Rejected,Manish Bansal,UVBBL5508O,,50,0.0,1.0,0
3497,5,Not Graduate,No,5000000.0,12400000.0,14,315,7400000.0,8600000.0,17000000.0,4000000.0,Rejected,Nikhil Sharma,XOKKN3420L,,50,0.0,0.0,0
3498,0,Not Graduate,Yes,6000000.0,22700000.0,10,480,200000.0,11900000.0,13700000.0,8700000.0,Rejected,Kavita Kumar,LFAUS3890P,,50,0.0,1.0,0
3499,2,Graduate,Yes,9100000.0,24200000.0,16,685,25600000.0,1900000.0,31100000.0,9100000.0,Approved,Pooja Bansal,TIHDP9072Z,,50,1.0,1.0,1
3500,1,Graduate,No,7400000.0,17900000.0,6,460,2600000.0,1300000.0,25900000.0,5000000.0,Rejected,Vikas Sharma,PFMFU1052E,,50,1.0,0.0,0
3501,1,Not Graduate,Yes,8300000.0,28400000.0,16,704,1400000.0,11700000.0,16900000.0,11400000.0,Approved,Rakesh Gupta,VFZSM6631F,,50,0.0,1.0,1
3502,1,Graduate,Yes,7600000.0,23900000.0,12,692,500000.0,12200000.0,27000000.0,5000000.0,Approved,Rahul Malhotra,LDHQQ1229O,,50,1.0,1.0,1
3503,1,Not Graduate,Yes,3500000.0,9600000.0,4,398,1700000.0,6000000.0,7900000.0,4600000.0,Rejected,Rohit Verma,NQHWJ6439E,,50,0.0,1.0,0
3504,5,Graduate,Yes,1000000.0,3500000.0,18,882,900000.0,500000.0,2900000.0,600000.0,Approved,Manish Gupta,OKXBV6886P,,50,1.0,1.0,1
3505,5,Graduate,Yes,9900000.0,25900000.0,4,860,7800000.0,200000.0,38000000.0,5400000.0,Approved,Sneha Sharma,QEXMF6732K,,50,1.0,1.0,1
3506,2,Graduate,Yes,5700000.0,15100000.0,18,330,5900000.0,3800000.0,16600000.0,6200000.0,Rejected,Riya Verma,LJLDX7508A,,50,1.0,1.0,0
3507,5,Graduate,No,700000.0,2400000.0,16,447,1300000.0,700000.0,2600000.0,800000.0,Rejected,Nikhil Gupta,BMWNH5388N,,50,1.0,0.0,0
3508,0,Not Graduate,Yes,9600000.0,23800000.0,12,788,9900000.0,14400000.0,21200000.0,10400000.0,Approved,Neha Gupta,BONQI0352H,,50,0.0,1.0,1
3509,1,Not Graduate,No,9300000.0,28900000.0,6,526,11100000.0,1600000.0,19700000.0,11000000.0,Rejected,Riya Kapoor,YKQVY1578N,,50,0.0,0.0,0
3510,0,Graduate,No,9500000.0,28400000.0,18,577,6200000.0,10300000.0,30200000.0,14100000.0,Approved,Ankit Verma,PIJLF9866V,,50,1.0,0.0,1
3511,4,Graduate,Yes,8700000.0,23400000.0,16,372,10600000.0,11700000.0,20000000.0,8000000.0,Rejected,Pooja Mehta,AEBUM8760O,,50,1.0,1.0,0
3512,5,Graduate,Yes,7300000.0,21000000.0,14,759,15500000.0,8000000.0,20300000.0,10800000.0,Approved,Manish Verma,ENHOS9855M,,50,1.0,1.0,1
3513,3,Graduate,Yes,4100000.0,12700000.0,10,465,6400000.0,1900000.0,14100000.0,3200000.0,Rejected,Riya Gupta,EGNNH0531F,,50,1.0,1.0,0
3514,2,Graduate,No,2900000.0,10200000.0,4,789,1200000.0,4100000.0,6100000.0,3600000.0,Approved,Vikas Kumar,ZTZQA2579K,,50,1.0,0.0,1
3515,3,Graduate,Yes,7500000.0,17900000.0,2,680,7000000.0,11800000.0,25000000.0,6300000.0,Approved,Neha Gupta,JTACP3681N,,50,1.0,1.0,1
3516,1,Graduate,No,7900000.0,25700000.0,20,681,14900000.0,3000000.0,18100000.0,8800000.0,Approved,Manish Sharma,AKFWP5417U,,50,1.0,0.0,1
3517,1,Graduate,Yes,6900000.0,22300000.0,16,673,17400000.0,100000.0,21300000.0,9000000.0,Approved,Manish Mehta,NBUWN7323O,,50,1.0,1.0,1
3518,0,Not Graduate,No,6900000.0,22900000.0,10,313,5600000.0,9300000.0,26200000.0,8000000.0,Rejected,Isha Malhotra,GTDDJ9952A,,50,0.0,0.0,0
3519,0,Not Graduate,No,4800000.0,18800000.0,16,551,7900000.0,9400000.0,17300000.0,5500000.0,Approved,Kavita Bansal,RPZLB3268F,,50,0.0,0.0,1
3520,5,Graduate,Yes,7700000.0,24400000.0,8,453,1400000.0,7700000.0,22000000.0,10000000.0,Rejected,Riya Verma,KYNMK9087P,,50,1.0,1.0,0
3521,3,Not Graduate,No,6900000.0,22700000.0,4,650,900000.0,13400000.0,15500000.0,6400000.0,Approved,Anjali Verma,CXKNW5766Y,,50,0.0,0.0,1
3522,1,Not Graduate,No,1200000.0,4500000.0,4,439,3200000.0,1800000.0,2900000.0,1200000.0,Approved,Kavita Kumar,RIXWD4530L,,50,0.0,0.0,1
3523,1,Graduate,No,2900000.0,9600000.0,4,658,8200000.0,4300000.0,7000000.0,2700000.0,Approved,Manish Agarwal,FMVXW9839Y,,50,1.0,0.0,1
3524,4,Graduate,Yes,5500000.0,18900000.0,6,379,13900000.0,9100000.0,18500000.0,3100000.0,Rejected,Priya Malhotra,LPSII9096Z,,50,1.0,1.0,0
3525,4,Graduate,Yes,3200000.0,10700000.0,4,450,7300000.0,3000000.0,8200000.0,1800000.0,Approved,Ankit Agarwal,JGYEO7272T,,50,1.0,1.0,1
3526,5,Not Graduate,No,2600000.0,8200000.0,4,849,7400000.0,2000000.0,8900000.0,2700000.0,Approved,Isha Sharma,KSFYH0032P,,50,0.0,0.0,1
3527,0,Graduate,No,500000.0,1600000.0,18,865,1400000.0,400000.0,1000000.0,200000.0,Approved,Ankit Bansal,EILNA3600O,,50,1.0,0.0,1
3528,0,Graduate,No,1800000.0,6900000.0,10,853,900000.0,400000.0,3700000.0,1700000.0,Rejected,Rohit Agarwal,AFSBN6068A,,50,1.0,0.0,0
3529,0,Not Graduate,No,1300000.0,4900000.0,12,555,2400000.0,1200000.0,4100000.0,1700000.0,Approved,Pooja Mehta,XXGVK1407N,,50,0.0,0.0,1
3530,1,Not Graduate,No,9900000.0,20700000.0,20,821,12700000.0,8200000.0,38100000.0,11100000.0,Approved,Anjali Mehta,HACCG8635X,,50,0.0,0.0,1
3531,0,Not Graduate,No,2000000.0,4700000.0,2,820,4700000.0,500000.0,7900000.0,1200000.0,Approved,Priya Verma,GRTTY2748M,,50,0.0,0.0,1
3532,1,Not Graduate,No,5100000.0,15300000.0,4,721,7000000.0,6100000.0,15300000.0,5900000.0,Approved,Kavita Kapoor,XKZDE0559F,,50,0.0,0.0,1
3533,4,Graduate,Yes,8200000.0,24000000.0,20,831,23000000.0,3000000.0,24800000.0,5400000.0,Approved,Pooja Gupta,JHKYT3284U,,50,1.0,1.0,1
3534,5,Not Graduate,No,4200000.0,12600000.0,18,571,8900000.0,3200000.0,11700000.0,6200000.0,Approved,Rakesh Verma,DHKQB0367D,,50,0.0,0.0,1
3535,2,Not Graduate,Yes,1300000.0,4900000.0,8,582,2100000.0,1800000.0,3400000.0,1700000.0,Approved,Kavita Gupta,BGAIL5190F,,50,0.0,1.0,1
3536,1,Not Graduate,Yes,4600000.0,13600000.0,18,487,11200000.0,8500000.0,15500000.0,5400000.0,Rejected,Arjun Verma,ZKOQI1522S,,50,0.0,1.0,0
3537,1,Not Graduate,No,6600000.0,19700000.0,12,758,16000000.0,4400000.0,18800000.0,9500000.0,Approved,Priya Kapoor,IWOHW4218U,,50,0.0,0.0,1
3538,2,Graduate,Yes,8300000.0,30100000.0,16,636,5200000.0,5100000.0,33100000.0,7200000.0,Approved,Amit Bansal,OWMMC7744Q,,50,1.0,1.0,1
3539,0,Graduate,No,6900000.0,20700000.0,16,857,17100000.0,13700000.0,14600000.0,8800000.0,Approved,Rahul Malhotra,ZRYIL1287W,,50,1.0,0.0,1
3540,4,Graduate,Yes,4700000.0,12500000.0,8,678,13700000.0,200000.0,9800000.0,7000000.0,Approved,Neha Agarwal,OMKNH5940T,,50,1.0,1.0,1
3541,1,Graduate,No,7900000.0,15800000.0,8,551,800000.0,3500000.0,18700000.0,8300000.0,Approved,Nikhil Sharma,VHKWN2690D,,50,1.0,0.0,1
3542,3,Not Graduate,No,8800000.0,24900000.0,16,668,16700000.0,17200000.0,30000000.0,10500000.0,Approved,Nikhil Mehta,IORGL3088X,,50,0.0,0.0,1
